Customer_Type,Category,Unit_Price,Quantity,Discount,Total_Price,cluster
B2C,Juices,1.7999999999999998,11.0,3.469446951953614e-18,19.799999999999997,1
B2B,Juices,1.79,28.0,0.05,47.61,0
B2C,Juices,1.5899999999999999,8.0,3.469446951953614e-18,12.719999999999999,1
B2C,Soft Drinks,0.5600000000000005,3.0,3.469446951953614e-18,1.6800000000000068,2
B2B,Alcoholic Beverages,1.6100000000000003,38.0,0.1,55.06,0
B2C,Water,0.5800000000000001,8.0,3.469446951953614e-18,4.639999999999986,2
B2C,Water,0.5700000000000003,7.000000000000002,3.469446951953614e-18,3.990000000000009,2
B2C,Water,1.3100000000000005,11.0,3.469446951953614e-18,14.409999999999997,2
B2B,Juices,2.07,34.0,0.1,63.34,0
B2C,Soft Drinks,1.2000000000000002,13.0,3.469446951953614e-18,15.599999999999994,2
B2C,Water,1.2599999999999998,15.0,3.469446951953614e-18,18.900000000000006,2
B2B,Soft Drinks,1.2699999999999996,42.0,0.1,48.00999999999999,0
B2B,Soft Drinks,0.8300000000000001,9.0,0.05,7.099999999999994,0
B2C,Soft Drinks,1.5300000000000002,6.0,3.469446951953614e-18,9.180000000000007,2
B2C,Soft Drinks,0.5899999999999999,10.0,3.469446951953614e-18,5.900000000000006,2
B2C,Soft Drinks,2.0499999999999994,13.0,3.469446951953614e-18,26.650000000000006,2
B2C,Juices,1.5899999999999999,8.0,3.469446951953614e-18,12.719999999999999,1
B2C,Soft Drinks,2.19,3.0,3.469446951953614e-18,6.569999999999993,2
B2C,Water,1.2300000000000004,7.000000000000002,3.469446951953614e-18,8.61,2
B2C,Juices,2.38,13.0,3.469446951953614e-18,30.939999999999998,1
B2C,Soft Drinks,1.9900000000000002,6.0,3.469446951953614e-18,11.939999999999998,2
B2C,Alcoholic Beverages,5.03,15.0,3.469446951953614e-18,75.45,1
B2C,Water,1.38,12.0,3.469446951953614e-18,16.560000000000002,2
B2C,Water,0.6200000000000001,1.0,3.469446951953614e-18,0.6200000000000045,2
B2C,Alcoholic Beverages,1.0499999999999998,11.0,3.469446951953614e-18,11.549999999999997,1
B2C,Soft Drinks,2.35,6.0,3.469446951953614e-18,14.099999999999994,2
B2C,Juices,3.21,9.0,3.469446951953614e-18,28.89,1
B2C,Soft Drinks,0.5300000000000002,8.0,3.469446951953614e-18,4.240000000000009,2
B2B,Water,1.1899999999999995,49.0,0.05,55.39,0
B2C,Soft Drinks,1.2400000000000002,7.000000000000002,3.469446951953614e-18,8.680000000000007,2
B2B,Soft Drinks,1.58,47.0,0.05,70.55,0
B2C,Soft Drinks,1.5300000000000002,3.0,3.469446951953614e-18,4.590000000000003,2
B2C,Juices,3.67,14.0,3.469446951953614e-18,51.379999999999995,1
B2C,Juices,1.7999999999999998,11.0,3.469446951953614e-18,19.799999999999997,1
B2C,Juices,1.5899999999999999,12.0,3.469446951953614e-18,19.08,1
B2B,Soft Drinks,2.35,54.0,0.05,120.56,0
B2C,Alcoholic Beverages,1.0499999999999998,13.0,3.469446951953614e-18,13.650000000000006,1
B2C,Alcoholic Beverages,1.5899999999999999,5.0,3.469446951953614e-18,7.950000000000003,1
B2B,Juices,2.36,43.0,0.05,96.41,0
B2C,Juices,3.56,12.0,3.469446951953614e-18,42.72,1
B2C,Alcoholic Beverages,1.0899999999999999,8.0,3.469446951953614e-18,8.719999999999999,1
B2C,Alcoholic Beverages,4.88,12.0,3.469446951953614e-18,58.56,1
B2C,Soft Drinks,1.0700000000000003,4.0,3.469446951953614e-18,4.280000000000001,2
B2C,Juices,1.6399999999999997,6.0,3.469446951953614e-18,9.840000000000003,1
B2B,Juices,2.75,54.0,0.1,133.65,0
B2C,Water,0.46999999999999975,2.0,3.469446951953614e-18,0.9399999999999977,2
B2C,Juices,3.23,15.0,3.469446951953614e-18,48.45,1
B2C,Soft Drinks,0.9900000000000002,2.0,3.469446951953614e-18,1.9799999999999898,2
B2B,Soft Drinks,1.9800000000000004,36.0,0.05,67.72,0
B2C,Alcoholic Beverages,1.0199999999999996,11.0,3.469446951953614e-18,11.219999999999999,1
B2C,Soft Drinks,2.19,8.0,3.469446951953614e-18,17.519999999999996,2
B2C,Soft Drinks,0.5300000000000002,11.0,3.469446951953614e-18,5.8300000000000125,2
B2C,Alcoholic Beverages,4.48,7.000000000000002,3.469446951953614e-18,31.36,1
B2C,Juices,1.5899999999999999,6.0,3.469446951953614e-18,9.539999999999992,1
B2B,Water,0.4800000000000004,41.0,0.05,18.700000000000003,0
B2C,Alcoholic Beverages,4.19,15.0,3.469446951953614e-18,62.849999999999994,1
B2C,Soft Drinks,0.5600000000000005,4.0,3.469446951953614e-18,2.240000000000009,2
B2C,Water,1.0099999999999998,8.0,3.469446951953614e-18,8.079999999999998,2
B2C,Alcoholic Beverages,1.0499999999999998,5.0,3.469446951953614e-18,5.25,1
B2C,Soft Drinks,2.1199999999999997,3.0,3.469446951953614e-18,6.360000000000014,2
B2C,Water,0.96,5.0,3.469446951953614e-18,4.800000000000011,2
B2C,Soft Drinks,1.21,9.0,3.469446951953614e-18,10.89,2
B2C,Juices,1.6899999999999995,1.0,3.469446951953614e-18,1.6899999999999977,1
B2C,Juices,3.46,2.0,3.469446951953614e-18,6.9199999999999875,1
B2C,Water,0.8899999999999997,10.0,3.469446951953614e-18,8.900000000000006,2
B2C,Soft Drinks,2.19,1.0,3.469446951953614e-18,2.1899999999999977,2
B2C,Juices,1.7999999999999998,7.000000000000002,3.469446951953614e-18,12.599999999999994,1
B2C,Water,0.8600000000000003,10.0,3.469446951953614e-18,8.599999999999994,2
B2C,Soft Drinks,0.5499999999999998,14.0,3.469446951953614e-18,7.700000000000003,2
B2B,Water,1.13,10.0,0.05,10.730000000000004,0
B2C,Soft Drinks,2.1199999999999997,13.0,3.469446951953614e-18,27.560000000000002,2
B2C,Alcoholic Beverages,1.4100000000000001,14.0,3.469446951953614e-18,19.739999999999995,1
B2C,Soft Drinks,2.34,13.0,3.469446951953614e-18,30.42,2
B2B,Water,0.41000000000000014,13.0,0.05,5.060000000000002,0
B2C,Soft Drinks,0.96,12.0,3.469446951953614e-18,11.519999999999996,2
B2C,Alcoholic Beverages,1.37,11.0,3.469446951953614e-18,15.069999999999993,1
B2C,Water,1.6100000000000003,3.0,3.469446951953614e-18,4.8300000000000125,2
B2C,Juices,3.46,4.0,3.469446951953614e-18,13.840000000000003,1
B2C,Soft Drinks,1.0999999999999996,5.0,3.469446951953614e-18,5.5,2
B2B,Soft Drinks,1.9100000000000001,27.0,0.1,46.41,0
B2C,Water,0.5800000000000001,6.0,3.469446951953614e-18,3.4799999999999898,2
B2C,Soft Drinks,1.2699999999999996,3.0,3.469446951953614e-18,3.8100000000000023,2
B2B,Soft Drinks,2.27,48.0,0.1,98.06,0
B2C,Juices,1.6899999999999995,5.0,3.469446951953614e-18,8.450000000000003,1
B2C,Soft Drinks,1.0999999999999996,5.0,3.469446951953614e-18,5.5,2
B2B,Water,0.40000000000000036,24.0,0.05,9.120000000000005,0
B2B,Soft Drinks,2.19,23.0,0.05,47.849999999999994,0
B2C,Soft Drinks,2.13,6.0,3.469446951953614e-18,12.780000000000001,2
B2C,Soft Drinks,1.6799999999999997,11.0,3.469446951953614e-18,18.480000000000004,2
B2C,Juices,3.31,6.0,3.469446951953614e-18,19.86,1
B2C,Juices,2.93,8.0,3.469446951953614e-18,23.439999999999998,1
B2B,Juices,3.57,47.0,0.1,151.01,0
B2B,Alcoholic Beverages,1.21,16.0,0.05,18.39,1
B2C,Juices,3.21,9.0,3.469446951953614e-18,28.89,1
B2C,Soft Drinks,3.21,6.0,3.469446951953614e-18,19.260000000000005,2
B2C,Soft Drinks,1.9900000000000002,11.0,3.469446951953614e-18,21.89,2
B2C,Alcoholic Beverages,4.35,4.0,3.469446951953614e-18,17.400000000000006,1
B2B,Soft Drinks,3.02,24.0,0.05,68.86,0
B2B,Alcoholic Beverages,1.8600000000000003,27.0,0.05,47.71000000000001,1
B2C,Soft Drinks,2.0499999999999994,7.000000000000002,3.469446951953614e-18,14.349999999999994,2
B2C,Alcoholic Beverages,4.88,15.0,3.469446951953614e-18,73.2,1
B2C,Juices,3.11,1.0,3.469446951953614e-18,3.1100000000000136,1
B2C,Soft Drinks,3.31,11.0,3.469446951953614e-18,36.41,2
B2C,Soft Drinks,0.6100000000000003,9.0,3.469446951953614e-18,5.490000000000009,2
B2C,Water,0.96,11.0,3.469446951953614e-18,10.560000000000002,2
B2C,Water,1.71,8.0,3.469446951953614e-18,13.680000000000007,2
B2C,Juices,3.56,2.0,3.469446951953614e-18,7.1200000000000045,1
B2C,Soft Drinks,1.5300000000000002,1.0,3.469446951953614e-18,1.5300000000000011,2
B2C,Alcoholic Beverages,1.9399999999999995,15.0,3.469446951953614e-18,29.099999999999994,1
B2C,Water,0.5600000000000005,10.0,3.469446951953614e-18,5.599999999999994,2
B2C,Water,0.5600000000000005,4.0,3.469446951953614e-18,2.240000000000009,2
B2C,Juices,1.7999999999999998,7.000000000000002,3.469446951953614e-18,12.599999999999994,1
B2C,Juices,2.93,13.0,3.469446951953614e-18,38.09,1
B2B,Juices,2.16,38.0,0.05,77.98,0
B2C,Soft Drinks,2.13,6.0,3.469446951953614e-18,12.780000000000001,2
B2C,Soft Drinks,2.28,6.0,3.469446951953614e-18,13.680000000000007,2
B2C,Soft Drinks,2.27,6.0,3.469446951953614e-18,13.620000000000005,2
B2C,Alcoholic Beverages,1.0499999999999998,5.0,3.469446951953614e-18,5.25,1
B2C,Water,1.6100000000000003,6.0,3.469446951953614e-18,9.659999999999997,2
B2C,Water,1.2300000000000004,3.0,3.469446951953614e-18,3.6899999999999977,2
B2C,Soft Drinks,2.0499999999999994,15.0,3.469446951953614e-18,30.75,2
B2C,Alcoholic Beverages,1.9900000000000002,7.000000000000002,3.469446951953614e-18,13.930000000000007,1
B2C,Juices,3.56,9.0,3.469446951953614e-18,32.040000000000006,1
B2C,Water,0.96,1.0,3.469446951953614e-18,0.960000000000008,2
B2C,Juices,3.23,3.0,3.469446951953614e-18,9.689999999999998,1
B2B,Alcoholic Beverages,1.2599999999999998,51.0,0.05,61.05,0
B2C,Water,1.3100000000000005,5.0,3.469446951953614e-18,6.550000000000011,2
B2C,Juices,3.21,4.0,3.469446951953614e-18,12.840000000000003,1
B2B,Juices,2.68,24.0,0.1,57.89,0
B2C,Alcoholic Beverages,1.63,3.0,3.469446951953614e-18,4.889999999999986,1
B2C,Soft Drinks,0.5499999999999998,9.0,3.469446951953614e-18,4.949999999999989,2
B2C,Juices,3.02,12.0,3.469446951953614e-18,36.24000000000001,1
B2B,Water,0.7999999999999998,31.0,0.05,23.560000000000002,0
B2C,Water,0.96,12.0,3.469446951953614e-18,11.519999999999996,2
B2C,Water,0.9299999999999997,14.0,3.469446951953614e-18,13.019999999999996,2
B2C,Soft Drinks,0.5300000000000002,7.000000000000002,3.469446951953614e-18,3.710000000000008,2
B2C,Soft Drinks,1.1899999999999995,3.0,3.469446951953614e-18,3.569999999999993,2
B2C,Water,1.71,2.0,3.469446951953614e-18,3.4199999999999875,2
B2C,Juices,1.75,3.0,3.469446951953614e-18,5.25,1
B2C,Water,0.5800000000000001,2.0,3.469446951953614e-18,1.1599999999999966,2
B2B,Alcoholic Beverages,0.9100000000000001,17.0,0.05,14.700000000000003,1
B2C,Juices,1.8600000000000003,13.0,3.469446951953614e-18,24.180000000000007,1
B2B,Soft Drinks,2.0600000000000005,19.0,0.05,37.18000000000001,0
B2C,Alcoholic Beverages,0.9900000000000002,6.0,3.469446951953614e-18,5.939999999999998,1
B2C,Soft Drinks,2.27,15.0,3.469446951953614e-18,34.05,2
B2C,Juices,3.23,3.0,3.469446951953614e-18,9.689999999999998,1
B2C,Soft Drinks,1.58,11.0,3.469446951953614e-18,17.379999999999995,2
B2C,Alcoholic Beverages,1.0899999999999999,6.0,3.469446951953614e-18,6.539999999999992,1
B2C,Juices,3.23,6.0,3.469446951953614e-18,19.379999999999995,1
B2C,Water,1.38,1.0,3.469446951953614e-18,1.3799999999999955,2
B2C,Water,0.9299999999999997,5.0,3.469446951953614e-18,4.650000000000006,2
B2B,Water,0.5199999999999996,45.0,0.05,22.230000000000004,0
B2C,Juices,1.6399999999999997,1.0,3.469446951953614e-18,1.6399999999999864,1
B2C,Juices,3.43,5.0,3.469446951953614e-18,17.150000000000006,1
B2B,Water,1.1500000000000004,17.0,0.05,18.569999999999993,0
B2C,Water,1.0700000000000003,1.0,3.469446951953614e-18,1.0699999999999932,2
B2B,Water,1.0300000000000002,12.0,0.05,11.739999999999995,0
B2C,Water,1.42,2.0,3.469446951953614e-18,2.8400000000000034,2
B2C,Water,1.0700000000000003,15.0,3.469446951953614e-18,16.049999999999997,2
B2C,Soft Drinks,1.04,12.0,3.469446951953614e-18,12.480000000000004,2
B2B,Juices,2.76,8.0,0.05,20.980000000000004,0
B2C,Juices,3.33,6.0,3.469446951953614e-18,19.980000000000004,1
B2C,Water,0.5600000000000005,12.0,3.469446951953614e-18,6.719999999999999,2
B2C,Soft Drinks,0.96,6.0,3.469446951953614e-18,5.759999999999991,2
B2C,Alcoholic Beverages,1.0899999999999999,14.0,3.469446951953614e-18,15.260000000000005,1
B2C,Soft Drinks,3.21,4.0,3.469446951953614e-18,12.840000000000003,2
B2C,Water,0.96,12.0,3.469446951953614e-18,11.519999999999996,2
B2B,Juices,1.17,29.0,0.1,30.539999999999992,0
B2C,Water,0.45999999999999996,15.0,3.469446951953614e-18,6.900000000000006,2
B2B,Water,0.9399999999999995,43.0,0.05,38.400000000000006,0
B2C,Soft Drinks,1.0700000000000003,6.0,3.469446951953614e-18,6.4199999999999875,2
B2B,Juices,2.4,43.0,0.1,92.88,0
B2C,Soft Drinks,1.4900000000000002,1.0,3.469446951953614e-18,1.490000000000009,2
B2C,Soft Drinks,2.26,11.0,3.469446951953614e-18,24.86,2
B2C,Water,0.96,6.0,3.469446951953614e-18,5.759999999999991,2
B2C,Water,1.42,4.0,3.469446951953614e-18,5.680000000000007,2
B2C,Soft Drinks,0.6299999999999999,11.0,3.469446951953614e-18,6.930000000000007,2
B2C,Soft Drinks,0.6299999999999999,3.0,3.469446951953614e-18,1.8899999999999864,2
B2C,Alcoholic Beverages,4.19,10.0,3.469446951953614e-18,41.900000000000006,1
B2C,Juices,3.02,10.0,3.469446951953614e-18,30.200000000000003,1
B2B,Water,0.5099999999999998,8.0,0.05,3.8799999999999955,0
B2C,Alcoholic Beverages,1.9399999999999995,14.0,3.469446951953614e-18,27.159999999999997,1
B2C,Soft Drinks,0.5600000000000005,14.0,3.469446951953614e-18,7.840000000000003,2
B2C,Soft Drinks,2.27,8.0,3.469446951953614e-18,18.159999999999997,2
B2C,Water,0.5800000000000001,13.0,3.469446951953614e-18,7.540000000000006,2
B2C,Water,0.5600000000000005,13.0,3.469446951953614e-18,7.280000000000001,2
B2C,Alcoholic Beverages,1.0199999999999996,5.0,3.469446951953614e-18,5.099999999999994,1
B2C,Alcoholic Beverages,4.74,14.0,3.469446951953614e-18,66.36,1
B2B,Alcoholic Beverages,1.0499999999999998,5.0,0.05,4.990000000000009,1
B2B,Juices,2.43,32.0,0.05,73.87,0
B2C,Soft Drinks,1.2699999999999996,5.0,3.469446951953614e-18,6.349999999999994,2
B2B,Water,1.08,19.0,0.05,19.489999999999995,0
B2B,Soft Drinks,0.9500000000000002,24.0,0.1,20.519999999999996,0
B2B,Water,1.1899999999999995,22.0,0.05,24.870000000000005,0
B2C,Water,1.0099999999999998,15.0,3.469446951953614e-18,15.150000000000006,2
B2B,Water,1.1399999999999997,4.0,0.05,4.3300000000000125,0
B2C,Soft Drinks,0.5600000000000005,5.0,3.469446951953614e-18,2.8000000000000114,2
B2C,Juices,3.02,12.0,3.469446951953614e-18,36.24000000000001,1
B2B,Water,0.5700000000000003,32.0,0.05,17.33,0
B2C,Soft Drinks,2.1199999999999997,12.0,3.469446951953614e-18,25.439999999999998,2
B2B,Soft Drinks,2.25,44.0,0.1,89.1,0
B2C,Soft Drinks,0.5499999999999998,11.0,3.469446951953614e-18,6.050000000000011,2
B2C,Alcoholic Beverages,0.9900000000000002,5.0,3.469446951953614e-18,4.949999999999989,1
B2C,Juices,3.21,11.0,3.469446951953614e-18,35.30999999999999,1
B2C,Water,0.5899999999999999,13.0,3.469446951953614e-18,7.670000000000002,2
B2B,Soft Drinks,0.8799999999999999,42.0,0.1,33.25999999999999,0
B2B,Water,1.0300000000000002,33.0,0.05,32.28999999999999,0
B2C,Juices,3.02,10.0,3.469446951953614e-18,30.200000000000003,1
B2B,Soft Drinks,1.17,29.0,0.05,32.22999999999999,0
B2C,Water,0.5800000000000001,3.0,3.469446951953614e-18,1.740000000000009,2
B2C,Soft Drinks,0.6299999999999999,5.0,3.469446951953614e-18,3.1500000000000057,2
B2B,Juices,2.45,5.0,0.1,11.019999999999996,0
B2C,Water,1.0099999999999998,7.000000000000002,3.469446951953614e-18,7.069999999999993,2
B2C,Juices,1.6899999999999995,15.0,3.469446951953614e-18,25.349999999999994,1
B2C,Soft Drinks,3.31,9.0,3.469446951953614e-18,29.789999999999992,2
B2C,Alcoholic Beverages,1.5899999999999999,8.0,3.469446951953614e-18,12.719999999999999,1
B2B,Alcoholic Beverages,3.31,31.0,0.05,97.48,1
B2C,Juices,3.23,4.0,3.469446951953614e-18,12.920000000000002,1
B2C,Soft Drinks,1.0999999999999996,8.0,3.469446951953614e-18,8.799999999999997,2
B2C,Alcoholic Beverages,4.48,10.0,3.469446951953614e-18,44.8,1
B2C,Alcoholic Beverages,1.1600000000000001,6.0,3.469446951953614e-18,6.960000000000008,1
B2C,Juices,3.43,3.0,3.469446951953614e-18,10.289999999999992,1
B2C,Alcoholic Beverages,1.08,8.0,3.469446951953614e-18,8.64,1
B2C,Juices,2.38,10.0,3.469446951953614e-18,23.799999999999997,1
B2C,Soft Drinks,2.0499999999999994,6.0,3.469446951953614e-18,12.299999999999997,2
B2C,Soft Drinks,2.22,5.0,3.469446951953614e-18,11.099999999999994,2
B2C,Soft Drinks,2.27,3.0,3.469446951953614e-18,6.810000000000002,2
B2C,Soft Drinks,0.96,2.0,3.469446951953614e-18,1.9199999999999875,2
B2C,Water,0.9900000000000002,5.0,3.469446951953614e-18,4.949999999999989,2
B2C,Alcoholic Beverages,1.1600000000000001,10.0,3.469446951953614e-18,11.599999999999994,1
B2C,Soft Drinks,1.1399999999999997,1.0,3.469446951953614e-18,1.1399999999999864,2
B2B,Water,0.6600000000000001,8.0,0.05,5.02000000000001,0
B2C,Water,0.4900000000000002,8.0,3.469446951953614e-18,3.9199999999999875,2
B2B,Soft Drinks,2.0999999999999996,49.0,0.05,97.76,0
B2C,Soft Drinks,3.12,12.0,3.469446951953614e-18,37.44,2
B2C,Juices,1.6899999999999995,9.0,3.469446951953614e-18,15.210000000000008,1
B2B,Water,1.4800000000000004,52.0,0.1,69.26,0
B2C,Juices,1.5899999999999999,6.0,3.469446951953614e-18,9.539999999999992,1
B2B,Water,0.8700000000000001,53.0,0.1,41.5,0
B2B,Water,0.7400000000000002,9.0,0.05,6.3300000000000125,0
B2C,Juices,1.8600000000000003,1.0,3.469446951953614e-18,1.8600000000000136,1
B2C,Alcoholic Beverages,4.22,5.0,3.469446951953614e-18,21.099999999999994,1
B2B,Juices,2.85,31.0,0.05,83.93,0
B2C,Water,0.9299999999999997,12.0,3.469446951953614e-18,11.159999999999997,2
B2C,Alcoholic Beverages,1.63,4.0,3.469446951953614e-18,6.52000000000001,1
B2C,Water,1.42,10.0,3.469446951953614e-18,14.200000000000003,2
B2B,Soft Drinks,3.27,28.0,0.1,82.4,0
B2C,Water,0.45999999999999996,1.0,3.469446951953614e-18,0.46000000000000796,2
B2B,Alcoholic Beverages,1.7000000000000002,23.0,0.05,37.150000000000006,1
B2C,Alcoholic Beverages,1.0499999999999998,1.0,3.469446951953614e-18,1.0500000000000114,1
B2B,Juices,3.29,2.0,0.05,6.25,0
B2B,Soft Drinks,1.2599999999999998,45.0,0.1,51.03,0
B2C,Water,0.45999999999999996,8.0,3.469446951953614e-18,3.6799999999999784,2
B2B,Soft Drinks,0.6600000000000001,17.0,0.05,10.659999999999997,0
B2B,Soft Drinks,1.9299999999999997,11.0,0.05,20.17,0
B2C,Juices,3.11,2.0,3.469446951953614e-18,6.219999999999999,1
B2C,Water,0.4900000000000002,12.0,3.469446951953614e-18,5.8799999999999955,2
B2C,Alcoholic Beverages,5.03,2.0,3.469446951953614e-18,10.060000000000002,1
B2C,Alcoholic Beverages,4.22,3.0,3.469446951953614e-18,12.659999999999997,1
B2B,Water,0.5899999999999999,10.0,0.05,5.599999999999994,0
B2C,Alcoholic Beverages,1.5499999999999998,15.0,3.469446951953614e-18,23.25,1
B2C,Juices,3.12,15.0,3.469446951953614e-18,46.8,1
B2B,Juices,2.63,57.0,0.05,142.41,0
B2C,Juices,3.11,1.0,3.469446951953614e-18,3.1100000000000136,1
B2C,Juices,2.93,2.0,3.469446951953614e-18,5.860000000000014,1
B2B,Water,0.9800000000000004,33.0,0.1,29.11,0
B2C,Water,0.5899999999999999,5.0,3.469446951953614e-18,2.9499999999999886,2
B2C,Soft Drinks,2.21,12.0,3.469446951953614e-18,26.519999999999996,2
B2C,Juices,3.33,14.0,3.469446951953614e-18,46.620000000000005,1
B2C,Juices,2.45,8.0,3.469446951953614e-18,19.599999999999994,1
B2C,Juices,3.11,10.0,3.469446951953614e-18,31.10000000000001,1
B2C,Juices,1.8600000000000003,3.0,3.469446951953614e-18,5.5800000000000125,1
B2C,Water,0.96,9.0,3.469446951953614e-18,8.64,2
B2B,Juices,1.2400000000000002,25.0,0.05,29.450000000000003,0
B2C,Juices,3.21,15.0,3.469446951953614e-18,48.150000000000006,1
B2C,Juices,1.7999999999999998,7.000000000000002,3.469446951953614e-18,12.599999999999994,1
B2C,Water,0.5600000000000005,12.0,3.469446951953614e-18,6.719999999999999,2
B2C,Soft Drinks,0.6100000000000003,12.0,3.469446951953614e-18,7.319999999999993,2
B2C,Water,0.45999999999999996,8.0,3.469446951953614e-18,3.6799999999999784,2
B2B,Juices,2.14,37.0,0.05,75.22,0
